,0,1
38,@MichelleRempel did you fight for women? Ever???? Did you fight against the AESO in our recession? Did you acknowledge sustainability in the context of our energy industry? Ever??? Shut your stupid fucking cunt mouth.,1
39,"Urgh. TMJ pain at full pelt this morning. All of the pain, very little sleep & Im off to a separated parents information programme as the court dont seem to buy that I cant communicate with my ex because hes an abuser but that Im a hysterical woman who needs teaching.",0
40,@BenSasse We shouldnt worry our pretty little heads over things like perjury?Ask your wife if women should accept todays corrupt GOPs plan to return us to 1950s where the hysterical women stayed barefoot & pregnant.Youve shown us who you are & I believe y,0
41,"the fact that cube would rather fuck their whole existence, along with the artists careers under their label to TRY AND PUNISH A RELATIONSHIP IS BEYOND ME. I hope they choke on a dusty ass dick.",0
42,@AelfredRex48 @ProtectFemales @radfemfatale Soooo we just accept the systematic rape and abuse of women & girls? Don't think so a**hat.,0
43,@Tweet2Yorkshire Yorkshire woman who taught a man #Consent while he was #Rape -ing her launches 1st real anti - #Rape… https://t.co/3wgFNupuNS,0
44,2k19 drops tm and you pussy boys aint ready for the slappings in my park by me an @kiid_recklesss pull up lil niggas,0
45,I said I want dick cause Im sad & sex makes me happy & you on here saying Im mentally ill. Bitch stfu.,0
46,The one where I was the only woman on a thread where men were mansplaining Jackie Fox’s rape to me. (The women post… https://t.co/BRxWwU3Ni7,0
47,Im so sick of this hoe speaking on me bitch you dont know SHIT STFU,1
48,remember women are inferior to men even though they generally test well at everything men doit's their own faults they suck there's nothing pushing them away from things!!!!!!,1
49,"@dimebag1969 @HillaryClinton This is no costume party pic, just the slut bitch doing a nude lesbian photo.",1
50,"on women is no suprise, i hope interest on the show will lead someone to make her page and show her amazing work in trauma for rape victims",0
51,@AnnCoulter More guts than anyone in the GOP. Hysterical woman quote is so pathetically sexist especially coming from one (jury out on that one).,0
52,"@AgendaOfEvil Ironic, since Muslims rape, show up at strip clubs, but if a woman is a prostitute she's deserving of… https://t.co/FQuFOeBH1T",0
53,@LadyChesapeake @Virginia4USA @RealJamesWoods Golf? You want to compare time spent on golf? THAT. IS HYSTERICAL.,0
54,@DeplorableDrag1 @BreitbartNews Sally Field was the love of his life and Burt went to his grave regretting he lost her. When you get older numbers don't count except to a skank like Kirk Douglas.,0
55,@eemanabbasi Christians criticize Muslim men as savages 4raping a woman 4showing her ankles. Christian men rape wom… https://t.co/LjA8tojBbh,0
56,".@FLOTUS, I didn't hear you saying anything when you husband was talking about grabbing women by the pussy. That's ok tho? Go play in the garden in your stilettos and stfu!",1
57,Why do y’all blame the woman for what she wears when it comes to rape? That shit is WRONG.,0
58,"kitten, im 11 so shut the fuck up, rocky, typos, shorter than jojo siwa",0
59,"@PoppyRamsay @FoxNews @CoryBooker Over 400K were given to them. That's more than the last five nominees. You want to talk transparency, show me the emails from Clinton and the skank documents from the witch-hunt. Is that a Canada flag?",0
60,Bitch u a whole catfish who was trynna get me to fuck u in a janitors closet..... mind you YOU'RE 15,0
61,"@EmilyKnoxxxx YOU ALWAYS HAVE MY DICK. ONCE YOU START USING MINE AND YOU WILL NEVER FEEL YOU PUSSY IS EMPTY AND ONCE YOUR PUSSY STARTS TASTING MY DICK IT WILL NOT ACCEPT OTHER DICK, IT WILL DIE TO HAVE MINE ALL THE TIME. FUCK U BABY",1
62,@lonthecelebrity My dad was the chef in my house so the whole women need to stay in kitchen doesnt make sense to me,0
63,I can't wait until he has a daughter so then he can fully understand how bad rape is and that women are actually people 😊😊😊,0
64,@ULiaison @sarahdavywrites @SkinnypigsUK @tentspitch @heatherpea “Brutal & shaming”? Tad hysterical don’t you think?,0
65,Like I care what a charming TIM thinks of me! Most of them cannot lose their residual masculinity (borrowed brilliant expression). Im a skank and a piece of shit for knowing men cant become women! Its got toxic so quickly by the trans brigade - thats male power for you,0
66,"@BarstoolBigCat @PFTCommenter god dammit, boys! You did it again. Van Talk was hysterical. Congrats on everything. #RIPBobBarker",0
67,@ellievan65 @KikiAdine FIGHT RUSSIA NOW YOU PUSSY POTUS.,0
68,@PrincessBravato this stupid skank can barely speak English.,1
69,@chriss_patinos Fuck u bitch ass whore,1
70,"@SECNetwork @ESPNMcGee @MartySmithESPN This is basically a family event like Thanksgiving when the men go to the living room TV to watch football after dinner, while the women stay in the kitchen to gossip",1
71,@BenSasse needs to STFU,0
72,Hating men is an important part of feminism why cant these men serving brats just shut the fuck up,1
73,"if ever a skank tries to make fun of you, tell her to suck dick she'll magically turn into a hoe and grab the nearest dick within her perimeter",1
74,"@thehill #Hillary smeared a young rape victim's reputation, practically calling her a whore while defending a rapis… https://t.co/7CQS9FCxF6",0
75,"Me: Love Yours-Wing supremacist: SHUT THE FUCK UP WHORE, NOTHING WILL EVER TOP WINGS, DUMB BITCH, THE R&B THEMES, THE SILK, THE CHOKERS, NOTHING CAN TOP THAT. HAVE YOU HEARD BS&T?? HAVE YOU EVEN FUCKING LISTENED TO THAT MASTERPIECE OF THE CENTURY BECAUSE IF NOT-",0
76,"You don't like Nigerian men. We get it. Go and marry your American or British men. Any small thing, Nigerian men this, Nigerian men that.You're not being a feminist. You're being a man-hating-cretin and it all stems from blowbacks from your greed and bad taste in men. STFU.",1
77,@CNN And you dont even represent women for anything so stop talking and stay in the kitchen and cook and eat,0
78,@TheSun @KatiePrice Revenge on Kieran why because he has found real love with some one else. Possessions can be replaced.Showing your true colours at last. What you have put y0ur exes through your children through your poor mum. STD ALERT get checked guys,0
79,@queerfeminist @TigerCub564 @bindelj You have to remember that these individuals are still men by sex and biology. You could counter that by saying trans women could rape women in their prisons. It would be easier for them as they have a physical advantag,0
80,"Emily Does vagina had dirt, gravel and pine needles in it after Brock turned raped her while she laid unconscious on the ground. You dont want women to prove they were raped, you want them to accept it and shut the fuck up.",1
81,"Free speech has no limitations what so ever, otherwise it's not free speech you crazy fucking bitch! #FreeSpeech",0
82,@SenateDems @PattyMurray That is hysterical! And you say that with a straight face?,0
83,@rachscullen @SadGalLaurie But she is saying that it will keep her safe. It won’t. And it won’t keep other woman safe. That is rape culture.,0
84,Rape and the sexual domination of women seems to be 'part and parcel' of the Muslim world. Just how big a piece of… https://t.co/UBC3Y0cJWq,0
85,#ChrisMartin Demand an apology from @JKCorden He disrespected women incl the mom of your kids Rape is NEVER a jok… https://t.co/r67dLmEnSa,0
86,"@Pattikke @STARZ If book Claire wanted to ""stay in the kitchen cooking for her man,"" she would've stayed in Inverness while Frank did his research, and the Outlander series would've ended up being less than two chapters long. Perhaps that's what you want,",0
87,"Fucking clueless woman should stay in the kitchen and not ruin a good man's name. - A United fan after reading this, probably",1
88,"@laurenarankin Ben Sasse is 100% correct. Since 1973, all Ive EVER heard every two years for elections are hysterical women (all a Leftist act) about Back-Alley abortions. This shit is getting old! I didnt hear one other protest issue being yelled about i",1
89,"wow can i stop writing in caps lock we get it, youre hystericalnow shut the fuck up",1
90,"URGENT, PLS SHARE: this man is trying to rape women he sees walking towards Manhattan on the Washington Bridge, if yo can identify him please call @NYPD34Pct",0
91,You fucking bitch hoe,1
92,I hate bitches that are always mad at the world for no reason like bitch stfu and be happy hoe,1
93,@AliceEvansGruff @cmd51375 @Privacy_Painter @caterita2008 @pat_hardy_ @avaliv_________ @raindovemodel @KSantorri @LizzyBDizzy101 @ggbrokensilence @mae_quez @Jacmalta151 @TakeThatMorals @ClickitH @marczak_rob @elena_audry @VelliniV @snowmancalgary @Lizzie_,1
94,"IDC IF YOU FAT OR SKINNY BITCH IF YOU DONT SAY EXCUSE ME, IM NOT MOVING MY CHAIR. FUCK U HOE",1
95,Rape is DISGUSTING. No woman or man deserves to go through something as traumatic as that. Nothing can ever justify rape. Rape is a choice.,0
96,Guy at the drawing session last night negging the woman next to me by saying dont get hysterical and I believe in the right of women NOT to choose: stfu and also thx for affirming the now well known fact that misogynists draw like shit #misogynistsdrawlikeshit,0
97,I stand with the victims of sexual harassment or rape. No matter if they're a woman or a man. A rape is a rape what… https://t.co/PpiL6mBtqV,0
98,The replies to this tweet guys 😭. And i see this ALL THE TIME to a rape tweet. Sooo many women (have) experience(d)… https://t.co/rPFYhgjeu9,0
99,Besides it being disgusting; rape jokes are SO FUCKING OLD it's like telling women to 'go back to the kitchen' smh,0
100,@parscale @Google Shut the fuck up snowflake! I think Communism and Natzis pose a hell of a lot more of a threat to democracy. Fuck your so called republic dictatorship. Google is doing America a great service if they are in fact censoring the Alt right c,0
101,If this bitch doesn't shut the fuck up I swear to God,1
102,REGINA GEORGE IS THE NASTIEST SKANK BITCH I HAVE EVER MET. DO NOT TRUST HER. SHE IS A FUGLY SLUT.,1
103,"@TheSafestSpace @Dan4Liberty ALWAYS BELIEVE WOMEN ALLEGING RAPE *cough*unless the perp is someone we like, then forget it. *cough*",0
104,Social Media Ambassadors | WOAR - Women Organized Against Rape https://t.co/llp2iEFhin,0
105,@MelaninMels @themakeda @minahbeans No. That's not the reason. Feminazi back in ur hole bitch.,1
106,oh my god yall non fans are so annoying let universes and pentagon grieve let us take all this in first just let us fucking be and leave us the fuck alone we dont need your fucking opinion on the matter im so fucking done with yall for fucks sake just shut the fuck up,0
107,@CassandraRules @AndrewWK @Dancingmanfound Omg hysterical you posted this since I was watching how 10 random people became famous on YouTube & look who it is!!!! You & Dancing man!,1
108,"@keansburgirl67 @collectdust Nah, the only worthless skank here is you. Good job outing yourself.",1
109,@RealJamesWoods @BeauCards How about very Unintelligent hysterical woman. This women is mental case!,1
110,(1) @DebraMessing < STFU These women put their babies in harms way &Subject them 2 rape &more by the coyotes who they pay 2 bring them here.,1
111,Can't fall asleep someone come choke me till I pass out you can do whatever you want to my body after I'm passed out #cumslut #slut #horny #wet #pussy #ass #anal #fuck #fuckme #naked #nudes #whore #bitch #naughty #cum #cumtribute #jailbait #blowjob #girls #sex #submissive,0
112,"@AnnCoulter Yeah, asking for the truth could be characterized as ""Most Hysterical Woman"" by someone who has no idea what a Woman actually IS.",0
113,@greggutfeld Shut the fuck up you pussy boy!!!!,0
114,Train to Become a #feminized 2-Hole Whore like @faptumi: #feminization #Feminizer #trap #traps #crossdresser #femboy #trans #dildo #mtf #futanari #blowjob #cocksucker # # # # #,1
115,"@AnnCoulter Ann, ever think you might be a bit hysterical yourself. You lost your ability to reason long ago. Not sure when you had the heartectomy. One thing for sure. You don't belong in the human race. Damn.",1
116,"Im sorry, but this generation of females have no self respect. The internet shouldnt know when youre horny, wet, how good you pussy is & etc. & Yall wonder why these boys treat yall like hoes ! Praying for this generation",1
117,"@artbychristinem @AnnCoulter A HYSTERICAL woman. Not just woman. And, she didnt say he won.",1
118,im sitting in the library in a free period and this fucking bitch ass hoe put her backpack down before i could sit down wth,1
119,To whoever keeps coming at @JayBirdi3 sideways: I will find you & I WILL whoop that ass. Stop talking shit behind anon pussy. Jacee is one of the nicest girls Ive ever met and youre clearly a straight ass cunt. So get your own life to worry bout and stfu before I gotta make you,0
120,WERE CUMMING FOR YOU SKANK @teerex__,1
121,Really getting tired of everyone telling me I look like a bitch. Like stop the fucking prejudice you fucking cunt.,0
122,______________________| | Shut the fuck Up you pussy|______________________| \ / (- ),1
123,@JasonCalvi Love the uniforms. So classy when compared with hysterical women protesters.,1
124,Using my body to be a skank and insulting me? Really classy.Bitch.,1
125,Dis bitch had the nerve to tell me im not from a hood. Bitch stfu ill spit on u hoe u dont know me...so mind ya business and worry bout yo child instead of me...dickriding ass girl,1
126,@johnlundin Some gold-digging skank has stupid opinions.,1
127,@thehill @AnnCoulter already won Most Hysterical Woman with her 2 day twitter freakout over leg room on a plane.,1
128,Screw up your face and skank music,0
129,"We were inside the train car when I started to cry. You were crying too, smiling and crying in a way that made me even more hysterical.",0
130,"This hysterical woman is just completely brain dead. Come on CA, you can do better than this empty bag of skin.",1
131,@TuckerCarlson Hilly won't return harv's$250kdonation per Guidestar foundation990 tax form $450million on hand pro woman anti rape til it$$,0
132,"@Oneiorosgrip @AunsMundai I was referring to the fact I stated women rape men, but you couldn’t handle me stating so.",0
133,"This is the perfect insult because women are bad, & hysterical women are the worst kind of a bad thing, & the dems are being insulted BY a woman, which is humiliating because women are very bad. Perfect insult by a perfect lady! though thats impossible because ladies are bad,",1
134,iF yOUr PuSSy sO gOoD wHY yOu NoT pREgNAnT because i killed it stfu hoe,1
135,"When Im Eating Pussy For My Pleasure I dont Care if You Nut 8 Times , Smack me in the Head , Run Away, Smash my Head With yo legs , or Cry. IF IM NOT FINISH Bitch Im Not Finish Now Stfu and stop crying",1
136,@alliewen21 @u3Y4BDE Disespect not the biggest problem. Told a woman her husband tried to rape me. She did nothing.… https://t.co/nFCQ3BjFDU,0
137,"@AnchorAnandN @narendramodi He killed them in war, but didnt rape,molest and sold women in slave markets. Didnt con… https://t.co/Sf5dbtwgzZ",0
138,@SamEnvers you unfollowed me? Fuck you pussy,0
139,@anncoulter - right on the money as always! #MAGAAnn Coulter: Booker and Harris 'competing for Most Hysterical Woman',1
140,So @CoryBooker is a faker and a tool. And he's competing with @SenKamalaHarris to see who can be the most hysterical woman in the Senate. What a surprise.#Kavanaugh #Trump2020,1
141,Its really hard to tell who the most hysterical woman is at these Senate hearing this week - @CoryBooker or @SenKamalaHarris ?,1
142,@hickm_lauren I can suck on your titties and finger you pussy at the same time and make you squirt,1
143,@AnnCoulter @RazorPack65 I have them both in a dead heat for most hysterical woman ever,1
144,You're such a bitch! Stop being such a FRIGGING SKANK and give him back!,1
145,@AnnCoulter And I was the most hysterical woman while watching comedians tear you a new one at the roast of Rob Lowe!!! Hahahahaha Hysterical!!!,0
146,@crpfindia Those who rape women are talking about women role. #rapistsinuniform.,0
147,"In the case of Trump's multiple allegations of sexual assault and rape, his followers called the women liars, and threatened them.",0
148,"@MelissaHovey1 MELISSA, YOU’RE HYSTERICAL. 😂 I AM GIVING YOU A HAPPY DANCE FOR TODAY🙌🏻 https://t.co/91e6zXZEDH",0
149,@chargenewtwit @NotZelta you gonna shut the fuck up pussy?,1
150,#ThursdayThoughts Booker & Kamala competing for Most Hysterical Woman at the Kavanaugh hearings.Spartacus.,1
151,"No room for full explanation here but regarding the hysterical women at the Kavanaugh hearing, the word hysteria is from a Greek word meaning wandering and disconnected uterus. There you have it.",1
152,Nigga hatin on me you pussy boy dont start it,0
153,"@realDonaldTrump STFU!!! Precious, nobody GAF about anything u complaining for god sake, get a life. I sure miss any or all past presidents at leats they knew how to be real men and not complaint all day long like menopausal women #hotflashtrump",0
154,"@Htygrett1 @MichaelAvenatti He called himself ""Spartacus"" he is selfish grandstanding hysterical woman",0
155,"@MaliceDaFirenze Did you make this? It's hysterical XD Really, really accurate about that group. The only thing mis… https://t.co/oeLasNK9nz",0
156,"@PetiteNicoco Lmao stereotypical feminists & stereotypical hysterical women. What a win win keep it up, ladies. Youre doing great.",1
157,From A -list stars to budding actresses: The women who accuse Harvey Weinstein of rape and ... https://t.co/vwBpDbcOoZ via @MailOnline,0
158,My Mather is a slut bitch,1
159,@sahouraxo N countries where women hve bigX political power.rape is rare/ Fareed Zakaria interviewed HRC this a.m.T… https://t.co/Lbht92EOxU,0
160,@e_l_l_i_s_x0x Skank bitch,1
161,@LukeLSB @AntTC1 @Kokeshi__ @JackSpectraSoul cos u know women who are rape survivors historically have always had 'fair justice' served smh,0
162,If ur a lemon and have to get a woman drunk To have sex with u my Nikka...😒😒 that’s RAPE,0
163,just realize ya bitch been cheatin on ya ass. fuck these skank hoes. get money instead,1
164,"@motorolaindia @sadanadinesh Another cunt named Sandip appeared.And crying about developing. Okay Cunt Sandip how did you justifying you other device like x4, G6 family comes with oreo ?? .. how Moto z2 play getting updates for Oreo ???You motherfucker yo",0
165,@dccc I do believe he is more of a hysterical woman than kamela Harris.,0
166,@DC_AR Poor little SJWsnowflake so confused and fragile. You hysterical leftists haven't resisted anything. Your 'winter' will never come.,0
167,"@USATODAY Shaddup you skank ass immigrant HO, who did you steal that statement from Michelle ... AGAIN ?!? WTF would you know about OUR country, you haven't been here long enough to start that BULL SHIT !!",1
168,"Why women don't report rape, harassment, and abuse. Rose McGowan: ‘Hollywood blacklisted me because I got raped’ https://t.co/lISyRpDezl",0
169,"@Complex Ok people say Em aint good anymore, yet this shit gets a pass? So much content in this..youre such a fucking hoe, I love it...suck my dick bitch wow...groundbreaking material looking like Roblox characters #pass",1
170,"@FoxNews @DouglasESchoen @CoryBooker @FoxNewsOpinion Hirono, Booker & Harris competing for 'Most Hysterical Woman' at the Kavanaugh hearings",1
171,Ann Coulter calls Cory Booker a 'hysterical woman',0
172,"@AnnCoulter Most hysterical woman. Nice gender separation. Person, Ann. I get it's hard for you to grasp not being one but please try.",1
173,Bitch shut the fuck up,1
174,"There's only one hysterical woman in this tweet, and she's not a Senator",0
175,"@KamalaHarris You're a joke Kammy. You couldn't hold Justice Kavanaugh's briefs. Trying to fund raise from the brain dead sheep, regarding a confirmation you can't stop. Race baiting Marxist skank that you are.",1
176,@chuckyobama You are hysterical. Once you've decided to have your baby it has rights once it's born. #roaster,0
177,seeing ur close girlfriends in public: HEY U STUPID FUCKING SLUT BITCH I HATE U seeing girls u dont really like: hey girl omgggg how u beeeennn its been foreverrrrrr,1
178,@Vernaculis It is both. The likes reward this behavior so you train yourself into being regularly hysterical.,0
179,You girls were working it today @CoryBooker @SenKamalaHarris. Its too bad you both come across as hysterical women.,1
180,"You constantly act like you havent done bad shit in the past when you CLEARLY have. You constantly pretend that youre a good person, but you constantly make threats towards other people and call Tevin an ape. Shut the fuck up, grow the fuck up, and take responsibility you cunt",0
181,How can people support a youtuber who's mocked rape like bitch wtf,0
182,@HEHe06033701 @Mikey_boludo Shut the fuck up dumb bitch. If you dont like it dont fucking reply You childish slut,1
183,I recently read a book with a passage between a woman and a powerful man. I had to ask author if it was rape or nah. That's how blurry it is,0
184,lol. men refer to rape allegations as 'witch hunts' when the real witch hunts = brutal violence meted out to women + racialized populations,0
185,"I'm done with twitter. ALL I did was express MY views. I KEPT saying things like ""I might be wrong"", ""That's how I feel"" throught my thread bc THIS is exactly what I feared. You all ganging up & attacking me.Now I'm a solostan, racist, Idiot, bitch & skank & more!",0
186,"Well it seems that Trump tweet has cooled off, wow being a woman and insulting him do not go well together, you just get called a skank and get told you have STDs but I mean the misogyny goes with the base I guess lol. Also someone called me a hick which is the ultimate irony wow",0
187,I think Booker is a more hysterical woman than Kamala,1
188,@AnguloCrystal @Zanderjmurphy @juliabusch_ i dont give a fuck if you started the tweets or if katelyn did. either way you were talking shit to katelyn so i joined this shit bc shes my friend. thats what my point was so shut the fuck up youre a nasty bitch,1
189,25 Hysterical Chinese Insults That You Should Know Today (NSFW) https://t.co/LeEma6oNwd,0
190,@nflcommish thanks for ruining football you pussy! I cant watch it anymore. Its boring,0
191,Amaresh Mishra who gave Rape threats to a woman is now employed at @IndianExpress Waah! This is true journalism. https://t.co/9NX8zQPryJ,0
192,"I fucking know who he cheated with even if he didn't say it. This fucking bitch, I've always fucking hated her two faced whore ass",1
193,All you pussy boys and pussy girls who call yourselves her friends didnt even try offering to help her move so none of yall better show up to our house asking her to chill cause fuck all of yall fake asses,0
194,"@AnnCoulter are you scared theyll take the crown from you? Your reign as Most Hysterical Woman has been long and most likely, safe. @StephMillerShow @Rosie @VABVOX @RVAwonk",1
195,@AnthemRespect @CTomme2 2 hysterical women in the US Senate,1
196,"@AnnCoulter @DonaldJTrumpJr Yes yes Ann, lets continue to perpetuate the hysterical woman stereotype. Such a shame. You dont deserve your position of power. A disgrace to fellow women.",1
197,I was raped by a 28 year old woman when I was 16 years old #metoo! In my state in America that's statutory rape rather I wanted sex or not.,0
198,"@thehill The episode in which Ann Coulter mocks most hysterical woman as, literally, THE most hysterical woman.",1
199,"yo @jack, its not only about nazis on twitter, search for comfort women or rape of nanking & plenty of jap right wi… https://t.co/U3Axq9aYrO",0
200,Stfu pussy,1
201,@ABC What a liar - get the story I paid him $380k after the fact because he attacked me. What a skank and so is every woman who looks the other way on this story because of the greater good.,1
202,@AnnCoulter You are the most hysterical woman not there,1
203,bitch stfu w the twitter fingers & step to me in real life hoe,1
204,"shut the fuck up, Jonghyun died as a decent person who made a lot for the music industry, not as a women abuser bitch",0
205,"I just wanna let you know, you're a stupid fucking cunt Go ahead & run your mouth, pussy, I don't give a fuck You're a stupid piece of shit, you're a stupid fucking bitch Get the fuck up off my dick, get the fuck up off my dick, like..- Pink Guy",1
206,@MariaForever4 I need fuck you pussy mami,1
207,When i was 17 a woman who i thought was my friend aranged for a 30yo man to rape me.. #MeToo,0
208,"@BenSasse Are you planning to #BlockBrett or are you going to continue to be a garden-variety pussy when it comes to checking @realDonaldTrump? If you only@plan on tweeting, kindly STFU.",0
209,bitch calm down you pussy when yo ppl ain't around,1
210,@penate_eliseo @ayersmariahh So its ok for a man to put his hands on a women... stfu. We know how your bitch living. Smh,1
211,@AnnCoulter You are pretty hysterical yourself.,1
212,"ACG is hysterical. How do you 'suspend the govt'? Who decides? The mob, the BBC, or a specially convened conferenc… https://t.co/oqtmuV1exw",0
213,@Adsinjapan @hylian_cece @LHissrich It's her background and her identity. Changing her to be played by a POC serves nothing. It a diversity quota. It's insulting to me both as a POC and as an audience. I don't need my race to serve as the show diversity a,0
214,"You're such a fucking hoe, I love it - that new Kanye and Lil Pump I stan kings that make women feel comfortable about their sexuality.",0
215,@AnnCoulter From the multi-year champion of most hysterical woman of the universe award (and I'm being generous calling you a woman).,1
216,"@Morgan1Leigh @ginny_brett @brithume @JoeVitollo True that Morgan!!!!If Obama and Hillary would just STFU and go away, youll never hear me talk about them again. Id prefer to erase those 8 years from my memory anyway.",0
217,"Corey Booker has demonstrated to the world what a grandstanding dramma mamma he is. He lied about documents that were available to him and the contents. His ""Spartacus"" moment was more like a hysterical woman with PMS! LOL! What a douche!+ LIAR!",0
218,@pissedoffpremed Its a societal issue and people are truly blind if they dont see that. I see this feeling predominantly in strongly Christian or conservatively raised men. I mean.. theyve been taught their entire lives that women are inferior to men.,0
219,Yo pussy the equivalent of a D list celebrity fuck u mean,1
220,"@sierraplz @afrolivia I bet her parents dont claim her either. This skank blames her miserable existence on immigrants and POC when as an attractive white young woman, she has the privilege to do anything. More trump trash.",1
221,Im smack tf out one of you pussy boys,0
222,@_JORDAN__11 Fry me you pussy,0
223,This is Principal Max Caulfield. Let me be emphatic. I have an enormous skank inserted into my butt. Thank you.,0
224,@howroute @legndofphoenix Lol you sound like trump. 'Many people agree with me.' Hahahaha the irony is hysterical.,0
225,@Vernaculis Why you getting so hysterical.,0
226,"Sounds like @CoryBooker & @KamalaHarris are still competing for most hysterical woman at the hearings. #Pathetic #WeThePeople dont pay you to clutch pearls, or perform one act plays. Get your sh!t together. #ConfirmJudgeKavanaugh #ConfirmKavanaughNOW#WalkAway",1
227,"Love seeing how girls publicly compliment each other ""Oh wow. Stunnerz. Bae""And in the same breath send private texts to their friends saying the same person is an ""insta-whore / attention whore / D-craving attention seeking skank with dumb shoes""Hilarious#MoreThanTwoFaces",1
