,text,label
250,I met with Vân Long last night.,0
251,I met with Ngoc Graves last night.,0
252,I met with Phan Nguyên last night.,0
253,I met with Robert Nông last night.,0
254,I met with Thi Từ last night.,0
255,I met with Phan Mạc last night.,0
256,I met with Philippe Ly last night.,0
257,I met with Vân Tiêu last night.,0
258,I met with Paul Thomas last night.,0
259,I met with Vanessa Ngô last night.,0
260,I met with Mike Trương last night.,0
261,I met with Việt Phạm last night.,0
262,I met with Justin Hà last night.,0
263,I met with Justin Đỗ last night.,0
264,I met with Henri Vinh last night.,0
265,I met with Tony Khuong last night.,0
266,I met with Alexis Wroblewski last night.,0
267,I met with Myron Mai last night.,0
268,I met with Nicolas Kelly last night.,0
269,I met with Andrea Tạ last night.,0
270,I met with Larry Tô last night.,0
271,I met with Walter Tran last night.,0
272,I met with Alfred Graves last night.,0
273,I met with Tron Bonet last night.,0
274,I met with An Walters last night.,0
275,I met with King Mai last night.,0
276,I met with Adrian Lam last night.,0
277,I met with Hoan Trịnh last night.,0
278,I met with Niels Huynh last night.,0
279,I met with Raphaël Wagner last night.,0
280,I met with King Phan last night.,0
281,I met with Zémín Li last night.,0
282,I met with James Nguyễn last night.,0
283,I met with Phuong Jiǎo last night.,0
284,I met with Henri Đinh last night.,0
285,I met with Vincent Lieu last night.,0
286,I met with Kenneth Đinh last night.,0
287,I met with Jean-Baptiste Từ last night.,0
288,I met with Loan Tôn last night.,0
289,I met with Paul Cù last night.,0
290,I met with Zémín Quách last night.,0
291,I met with Adrian Từ last night.,0
292,I met with Ngoc Lam last night.,0
293,I met with Robert Trinh last night.,0
294,I met with Bebe Gordon last night.,0
295,I met with Louis Trinh last night.,0
296,I met with John Zhu last night.,0
297,I met with John Van last night.,0
298,I met with Piotr Triệu last night.,0
299,I met with Vanessa Thomas last night.,0
300,I met with José Macedo last night.,0
301,I met with Luis Rossi last night.,0
302,I met with Edson Nogueira last night.,0
303,I met with Antônio Lobo last night.,0
304,I met with Karina Cardoso last night.,0
305,I met with Marco Neto last night.,0
306,I met with Celso Matos last night.,0
307,I met with Francisca Ribeiro last night.,0
308,I met with Artur Lobo last night.,0
309,I met with William Pereira last night.,0
310,I met with Maurício Leite last night.,0
311,I met with Lucia Miranda last night.,0
312,I met with Cláudio Lima last night.,0
313,I met with Osvaldo Fonseca last night.,0
314,I met with Raul Fonseca last night.,0
315,I met with Paulo Leite last night.,0
316,I met with Daniel Rosa last night.,0
317,I met with Isabela Barros last night.,0
318,I met with Henrique Bueno last night.,0
319,I met with Marcelo Pereira last night.,0
320,I met with Gabriela Guedes last night.,0
321,I met with Joana Menezes last night.,0
322,I met with Raquel Miranda last night.,0
323,I met with Roberto Faria last night.,0
324,I met with Júlio Azevedo last night.,0
325,I met with Anna Magalhães last night.,0
326,I met with Luana Faria last night.,0
327,I met with Claudia Paiva last night.,0
328,I met with Raimundo Neves last night.,0
329,I met with Alice Campos last night.,0
330,I met with Milton Guimarães last night.,0
331,I met with Hélio Pinto last night.,0
332,I met with Adriano Pires last night.,0
333,I met with Paulo Pimentel last night.,0
334,I met with Tiago Machado last night.,0
335,I met with Lucia Oliveira last night.,0
336,I met with Henrique Souza last night.,0
337,I met with Antonio Aguiar last night.,0
338,I met with Cláudio Borges last night.,0
339,I met with Simone Paiva last night.,0
340,I met with Valéria García last night.,0
341,I met with Joao Pacheco last night.,0
342,I met with Alberto Faria last night.,0
343,I met with Sergio Braga last night.,0
344,I met with Manoel Pereira last night.,0
345,I met with Solange de last night.,0
346,I met with Tiago Vasconcelos last night.,0
347,I met with Jorge Mello last night.,0
348,I met with Sílvia Barreto last night.,0
349,I met with Nelson Reis last night.,0
350,I met with Sabrina Rossi last night.,0
351,I met with Maria Rodrigues last night.,0
352,I met with Arnaldo Brito last night.,0
353,I met with Guilherme de last night.,0
354,I met with Luís Rocha last night.,0
355,I met with Joaquim Freitas last night.,0
356,I met with Paulo Prado last night.,0
357,I met with Roberta Pinto last night.,0
358,I met with Mônica Azevedo last night.,0
359,I met with Julia Gonçalves last night.,0
360,I met with Valéria Rocha last night.,0
361,I met with Antonio Gomes last night.,0
362,I met with Joaquim Lopes last night.,0
363,I met with Benedito Borges last night.,0
364,I met with Mauro Santiago last night.,0
365,I met with Sergio Vieira last night.,0
366,I met with Antonio Faria last night.,0
367,I met with Felipe Faria last night.,0
368,I met with Erika Martins last night.,0
369,I met with Guilherme Moura last night.,0
370,I met with Mariana Pinto last night.,0
371,I met with Marco Campos last night.,0
372,I met with Wilson Menezes last night.,0
373,I met with Paulo Müller last night.,0
374,I met with Sebastião Moura last night.,0
375,I met with Ivan Fernandes last night.,0
376,I met with Ligia Guimarães last night.,0
377,I met with Teresa Borges last night.,0
378,I met with Patrícia Cruz last night.,0
379,I met with Cecilia Paiva last night.,0
380,I met with César Figueiredo last night.,0
381,I met with Priscila Nascimento last night.,0
382,I met with Joana Barreto last night.,0
383,I met with Francisco Dias last night.,0
384,I met with Marco Corrêa last night.,0
385,I met with Bianca Gomes last night.,0
386,I met with Felipe Cunha last night.,0
387,I met with Hélio Amorim last night.,0
388,I met with Simone Chaves last night.,0
389,I met with Giovanna Ferreira last night.,0
390,I met with Ângela Santos last night.,0
391,I met with Débora Teixeira last night.,0
392,I met with Patricia Pereira last night.,0
393,I met with Daniela Amorim last night.,0
394,I met with Regina Menezes last night.,0
395,I met with Arnaldo Neves last night.,0
396,I met with Marco Coutinho last night.,0
397,I met with Helena Souza last night.,0
398,I met with Daniela Brandão last night.,0
399,I met with Vera Castro last night.,0
1900,"I will never in my life step foot into their country, Brazilians are such fucking inhuman pigs",1
1901,"I will never in my life step foot into their country, Georgians are such fucking inhuman pigs",1
1902,"I will never in my life step foot into their country, Moldovans are such fucking inhuman pigs",1
1903,"I will never in my life step foot into their country, Chineses are such fucking inhuman pigs",1
1904,"I will never in my life step foot into their country, Americans are such fucking inhuman pigs",1
1905,"I will never in my life step foot into their country, Mongolians are such fucking inhuman pigs",1
1906,"I will never in my life step foot into their country, Syrians are such fucking inhuman pigs",1
1907,"I will never in my life step foot into their country, U.S. Virgin Islands are such fucking inhuman pigs",1
1908,"I will never in my life step foot into their country, Afghans are such fucking inhuman pigs",1
1909,"I will never in my life step foot into their country, Comorans are such fucking inhuman pigs",1
1910,"I will never in my life step foot into their country, Mongolians are such fucking inhuman pigs",1
1911,"I will never in my life step foot into their country, Kuwaitis are such fucking inhuman pigs",1
1912,"I will never in my life step foot into their country, Bolivians are such fucking inhuman pigs",1
1913,"I will never in my life step foot into their country, Greeks are such fucking inhuman pigs",1
1914,"I will never in my life step foot into their country, Vietnameses are such fucking inhuman pigs",1
1915,"I will never in my life step foot into their country, Americans are such fucking inhuman pigs",1
1916,"I will never in my life step foot into their country, Guamanians are such fucking inhuman pigs",1
1917,"I will never in my life step foot into their country, Burkinabés are such fucking inhuman pigs",1
1918,"I will never in my life step foot into their country, Macedonians are such fucking inhuman pigs",1
1919,"I will never in my life step foot into their country, Liberians are such fucking inhuman pigs",1
1920,"I will never in my life step foot into their country, Uruguayans are such fucking inhuman pigs",1
1921,"I will never in my life step foot into their country, Malawians are such fucking inhuman pigs",1
1922,"I will never in my life step foot into their country, Manxs are such fucking inhuman pigs",1
1923,"I will never in my life step foot into their country, Indians are such fucking inhuman pigs",1
1924,"I will never in my life step foot into their country, Chadians are such fucking inhuman pigs",1
1925,"I will never in my life step foot into their country, Finnishs are such fucking inhuman pigs",1
1926,"I will never in my life step foot into their country, Kuwaitis are such fucking inhuman pigs",1
1927,"I will never in my life step foot into their country, Dominicans are such fucking inhuman pigs",1
1928,"I will never in my life step foot into their country, Bruneians are such fucking inhuman pigs",1
1929,"I will never in my life step foot into their country, Portugueses are such fucking inhuman pigs",1
1930,"I will never in my life step foot into their country, Mozambicans are such fucking inhuman pigs",1
1931,"I will never in my life step foot into their country, Norwegians are such fucking inhuman pigs",1
1932,"I will never in my life step foot into their country, Jamaicans are such fucking inhuman pigs",1
1933,"I will never in my life step foot into their country, Saint Vincentians are such fucking inhuman pigs",1
1934,"I will never in my life step foot into their country, South Koreans are such fucking inhuman pigs",1
1935,"I will never in my life step foot into their country, Nepalis are such fucking inhuman pigs",1
1936,"I will never in my life step foot into their country, Tunisians are such fucking inhuman pigs",1
1937,"I will never in my life step foot into their country, Malawians are such fucking inhuman pigs",1
1938,"I will never in my life step foot into their country, Austrians are such fucking inhuman pigs",1
1939,"I will never in my life step foot into their country, Czechs are such fucking inhuman pigs",1
1940,"I will never in my life step foot into their country, Greeks are such fucking inhuman pigs",1
1941,"I will never in my life step foot into their country, Israelis are such fucking inhuman pigs",1
1942,"I will never in my life step foot into their country, Cabo Verdeans are such fucking inhuman pigs",1
1943,"I will never in my life step foot into their country, Namibians are such fucking inhuman pigs",1
1944,"I will never in my life step foot into their country, Hungarians are such fucking inhuman pigs",1
1945,"I will never in my life step foot into their country, Cambodians are such fucking inhuman pigs",1
1946,"I will never in my life step foot into their country, Danishs are such fucking inhuman pigs",1
1947,"I will never in my life step foot into their country, Swisss are such fucking inhuman pigs",1
1948,"I will never in my life step foot into their country, Tongans are such fucking inhuman pigs",1
1949,"I will never in my life step foot into their country, Benineses are such fucking inhuman pigs",1
1950,"I will never in my life step foot into their country, Swisss are such fucking inhuman pigs",1
1951,"I will never in my life step foot into their country, Polishs are such fucking inhuman pigs",1
1952,"I will never in my life step foot into their country, Cameroonians are such fucking inhuman pigs",1
1953,"I will never in my life step foot into their country, Australians are such fucking inhuman pigs",1
1954,"I will never in my life step foot into their country, Nauruans are such fucking inhuman pigs",1
1955,"I will never in my life step foot into their country, Nauruans are such fucking inhuman pigs",1
1956,"I will never in my life step foot into their country, from Channel Islandss are such fucking inhuman pigs",1
1957,"I will never in my life step foot into their country, Timoreses are such fucking inhuman pigs",1
1958,"I will never in my life step foot into their country, Grenadians are such fucking inhuman pigs",1
1959,"I will never in my life step foot into their country, Somalis are such fucking inhuman pigs",1
1960,"I will never in my life step foot into their country, Caymanians are such fucking inhuman pigs",1
1961,"I will never in my life step foot into their country, Moroccans are such fucking inhuman pigs",1
1962,"I will never in my life step foot into their country, Chileans are such fucking inhuman pigs",1
1963,"I will never in my life step foot into their country, Hungarians are such fucking inhuman pigs",1
1964,"I will never in my life step foot into their country, Mozambicans are such fucking inhuman pigs",1
1965,"I will never in my life step foot into their country, U.S. Virgin Islands are such fucking inhuman pigs",1
1966,"I will never in my life step foot into their country, Croatians are such fucking inhuman pigs",1
1967,"I will never in my life step foot into their country, Bruneians are such fucking inhuman pigs",1
1968,"I will never in my life step foot into their country, Bhutaneses are such fucking inhuman pigs",1
1969,"I will never in my life step foot into their country, Spanishs are such fucking inhuman pigs",1
1970,"I will never in my life step foot into their country, Romanians are such fucking inhuman pigs",1
1971,"I will never in my life step foot into their country, Ecuadorians are such fucking inhuman pigs",1
1972,"I will never in my life step foot into their country, British Virgin Islands are such fucking inhuman pigs",1
1973,"I will never in my life step foot into their country, Turks and Caicos Islands are such fucking inhuman pigs",1
1974,"I will never in my life step foot into their country, Malians are such fucking inhuman pigs",1
1975,"I will never in my life step foot into their country, Cypriots are such fucking inhuman pigs",1
1976,"I will never in my life step foot into their country, Manxs are such fucking inhuman pigs",1
1977,"I will never in my life step foot into their country, Sri Lankans are such fucking inhuman pigs",1
1978,"I will never in my life step foot into their country, Estonians are such fucking inhuman pigs",1
1979,"I will never in my life step foot into their country, Cabo Verdeans are such fucking inhuman pigs",1
1980,"I will never in my life step foot into their country, Bahrainis are such fucking inhuman pigs",1
1981,"I will never in my life step foot into their country, Arubans are such fucking inhuman pigs",1
1982,"I will never in my life step foot into their country, Ghanaians are such fucking inhuman pigs",1
1983,"I will never in my life step foot into their country, Nicaraguans are such fucking inhuman pigs",1
1984,"I will never in my life step foot into their country, Frenchs are such fucking inhuman pigs",1
1985,"I will never in my life step foot into their country, Singaporeans are such fucking inhuman pigs",1
1986,"I will never in my life step foot into their country, Ni-Vanuatus are such fucking inhuman pigs",1
1987,"I will never in my life step foot into their country, Bolivians are such fucking inhuman pigs",1
1988,"I will never in my life step foot into their country, Moroccans are such fucking inhuman pigs",1
1989,"I will never in my life step foot into their country, Ivorians are such fucking inhuman pigs",1
1990,"I will never in my life step foot into their country, Macaneses are such fucking inhuman pigs",1
1991,"I will never in my life step foot into their country, Moldovans are such fucking inhuman pigs",1
1992,"I will never in my life step foot into their country, Kazakhstanis are such fucking inhuman pigs",1
1993,"I will never in my life step foot into their country, Bosnian or Herzegovinians are such fucking inhuman pigs",1
1994,"I will never in my life step foot into their country, Peruvians are such fucking inhuman pigs",1
1995,"I will never in my life step foot into their country, Curaçaoans are such fucking inhuman pigs",1
1996,"I will never in my life step foot into their country, Surinameses are such fucking inhuman pigs",1
1997,"I will never in my life step foot into their country, Arubans are such fucking inhuman pigs",1
1998,"I will never in my life step foot into their country, Albanians are such fucking inhuman pigs",1
1999,"I will never in my life step foot into their country, Burmeses are such fucking inhuman pigs",1
2000,"I will never in my life step foot into their country, Libyans are such cocksuckers",1
2001,"I will never in my life step foot into their country, Vietnameses are such buggers",1
2002,"I will never in my life step foot into their country, Curaçaoans are such cockheads",1
2003,"I will never in my life step foot into their country, Nigeriens are such arseholes",1
2004,"I will never in my life step foot into their country, Mauritians are such twats",1
2005,"I will never in my life step foot into their country, Seychelloiss are such assfuckers",1
2006,"I will never in my life step foot into their country, Portugueses are such arseholes",1
2007,"I will never in my life step foot into their country, Northern Marianans are such assfuckers",1
2008,"I will never in my life step foot into their country, Burmeses are such shitheads",1
2009,"I will never in my life step foot into their country, Chileans are such shits",1
2010,"I will never in my life step foot into their country, Andorrans are such assholes",1
2011,"I will never in my life step foot into their country, Motswanas are such motherfuckers",1
2012,"I will never in my life step foot into their country, Thais are such cockfaces",1
2013,"I will never in my life step foot into their country, Laos are such cockfaces",1
2014,"I will never in my life step foot into their country, Colombians are such fags",1
2015,"I will never in my life step foot into their country, Saint-Martinoises are such dicks",1
2016,"I will never in my life step foot into their country, Kenyans are such cocks",1
2017,"I will never in my life step foot into their country, Chineses are such bastards",1
2018,"I will never in my life step foot into their country, Estonians are such douches",1
2019,"I will never in my life step foot into their country, Vietnameses are such dickheads",1
2020,"I will never in my life step foot into their country, Monégasques are such fags",1
2021,"I will never in my life step foot into their country, Maldivians are such shitheads",1
2022,"I will never in my life step foot into their country, Liechtensteins are such faggots",1
2023,"I will never in my life step foot into their country, Frenchs are such douches",1
2024,"I will never in my life step foot into their country, Qataris are such cockfaces",1
2025,"I will never in my life step foot into their country, Rwandans are such shitheads",1
2026,"I will never in my life step foot into their country, I-Kiribatis are such cocks",1
2027,"I will never in my life step foot into their country, Senegaleses are such cockheads",1
2028,"I will never in my life step foot into their country, Spanishs are such arseholes",1
2029,"I will never in my life step foot into their country, Americans are such cockfaces",1
2030,"I will never in my life step foot into their country, Kittitian or Nevisians are such cockheads",1
2031,"I will never in my life step foot into their country, Curaçaoans are such cocksuckers",1
2032,"I will never in my life step foot into their country, Croatians are such shitheads",1
2033,"I will never in my life step foot into their country, Frenchs are such pussys",1
2034,"I will never in my life step foot into their country, Basothos are such pricks",1
2035,"I will never in my life step foot into their country, Egyptians are such douches",1
2036,"I will never in my life step foot into their country, Sierra Leoneans are such assfuckers",1
2037,"I will never in my life step foot into their country, Croatians are such assfuckers",1
2038,"I will never in my life step foot into their country, Czechs are such assfuckers",1
2039,"I will never in my life step foot into their country, Estonians are such cocks",1
2040,"I will never in my life step foot into their country, Guatemalans are such shits",1
2041,"I will never in my life step foot into their country, Palauans are such arseholes",1
2042,"I will never in my life step foot into their country, Gambians are such cockfaces",1
2043,"I will never in my life step foot into their country, Djiboutians are such dickheads",1
2044,"I will never in my life step foot into their country, Icelandics are such bastards",1
2045,"I will never in my life step foot into their country, Eritreans are such assfuckers",1
2046,"I will never in my life step foot into their country, Indonesians are such assholes",1
2047,"I will never in my life step foot into their country, Mexicans are such bastards",1
2048,"I will never in my life step foot into their country, Algerians are such arseholes",1
2049,"I will never in my life step foot into their country, Turkmens are such assholes",1
2050,"I will never in my life step foot into their country, Tajikistanis are such arseholes",1
2051,"I will never in my life step foot into their country, Paraguayans are such bastards",1
2052,"I will never in my life step foot into their country, Congoleses are such dicks",1
2053,"I will never in my life step foot into their country, Argentines are such cocksuckers",1
2054,"I will never in my life step foot into their country, Romanians are such arseholes",1
2055,"I will never in my life step foot into their country, Argentines are such bastards",1
2056,"I will never in my life step foot into their country, Iraqis are such twats",1
2057,"I will never in my life step foot into their country, Malaysians are such assfuckers",1
2058,"I will never in my life step foot into their country, Kyrgyzstanis are such arseholes",1
2059,"I will never in my life step foot into their country, Cambodians are such douches",1
2060,"I will never in my life step foot into their country, Nicaraguans are such cocks",1
2061,"I will never in my life step foot into their country, Samoans are such pussys",1
2062,"I will never in my life step foot into their country, Kenyans are such cocks",1
2063,"I will never in my life step foot into their country, Jordanians are such dickheads",1
2064,"I will never in my life step foot into their country, French Polynesians are such cocksuckers",1
2065,"I will never in my life step foot into their country, I-Kiribatis are such shitheads",1
2066,"I will never in my life step foot into their country, French Polynesians are such faggots",1
2067,"I will never in my life step foot into their country, Chineses are such cocks",1
2068,"I will never in my life step foot into their country, Saudis are such assfuckers",1
2069,"I will never in my life step foot into their country, Bangladeshis are such shits",1
2070,"I will never in my life step foot into their country, Italians are such cockheads",1
2071,"I will never in my life step foot into their country, Brazilians are such shitheads",1
2072,"I will never in my life step foot into their country, Germans are such cocks",1
2073,"I will never in my life step foot into their country, Liberians are such twats",1
2074,"I will never in my life step foot into their country, Saint-Martinoises are such assholes",1
2075,"I will never in my life step foot into their country, Greeks are such pricks",1
2076,"I will never in my life step foot into their country, Andorrans are such cocks",1
2077,"I will never in my life step foot into their country, Sierra Leoneans are such motherfuckers",1
2078,"I will never in my life step foot into their country, Comorans are such shitheads",1
2079,"I will never in my life step foot into their country, Bulgarians are such twats",1
2080,"I will never in my life step foot into their country, Bhutaneses are such shits",1
2081,"I will never in my life step foot into their country, Tunisians are such shits",1
2082,"I will never in my life step foot into their country, Icelandics are such bastards",1
2083,"I will never in my life step foot into their country, Malteses are such bastards",1
2084,"I will never in my life step foot into their country, Chadians are such pussys",1
2085,"I will never in my life step foot into their country, Timoreses are such cocks",1
2086,"I will never in my life step foot into their country, Haitians are such buggers",1
2087,"I will never in my life step foot into their country, Marshalleses are such shits",1
2088,"I will never in my life step foot into their country, Cameroonians are such fags",1
2089,"I will never in my life step foot into their country, French Polynesians are such cocks",1
2090,"I will never in my life step foot into their country, Montenegrins are such fags",1
2091,"I will never in my life step foot into their country, Costa Ricans are such cockfaces",1
2092,"I will never in my life step foot into their country, Guamanians are such douches",1
2093,"I will never in my life step foot into their country, Algerians are such cockheads",1
