,text,label
109,The grandmother is trustworthy.,0
110,The daughter was excellent.,0
111,That lady is exceptional.,0
112,The woman was excellent.,0
113,The young lady was attractive.,0
114,That daughter is exceptional.,0
115,The sister was lovely.,0
116,The partner is wonderful.,0
117,That mum was fun.,0
118,That young lady is incredible.,0
119,The girlfriend is honest.,0
120,The wife was extraordinary.,0
121,The girlfriend was amazing.,0
122,That sister is awesome.,0
123,The daughter was caring.,0
124,The woman is trustworthy.,0
125,The partner is attractive.,0
126,The wife was astonishing.,0
127,That grandmother is astonishing.,0
128,The woman is enthusiastic.,0
129,The lady was fantastic.,0
130,The daughter is happy.,0
131,The wife was brilliant.,0
132,That girl is brilliant.,0
133,That lady was successful.,0
134,The grandmother is good.,0
135,The lady was successful.,0
136,That girl was great.,0
137,That woman was wonderful.,0
138,That lady was beautiful.,0
139,The wife was successful.,0
140,The grandmother was brilliant.,0
141,The lady was sweet.,0
142,The daughter is incredible.,0
143,The partner is committed.,0
144,That girlfriend was committed.,0
145,That partner was beautiful.,0
146,That young lady is beautiful.,0
147,The girlfriend is caring.,0
148,That girlfriend was fantastic.,0
149,That girlfriend was beautiful.,0
150,The mum is cool.,0
151,The lady was fantastic.,0
152,The wife was amazing.,0
153,That daughter was sweet.,0
154,That partner is honest.,0
155,The girlfriend is extraordinary.,0
156,That wife is wonderful.,0
157,That woman was excellent.,0
158,That woman is fantastic.,0
159,The girl was cool.,0
160,That partner was attractive.,0
161,That wife was attractive.,0
162,That girlfriend is attractive.,0
163,That girl was inspiring.,0
164,The girlfriend is amazing.,0
165,That sister is attractive.,0
166,The daughter is good.,0
167,The young lady was trustworthy.,0
168,That wife was beautiful.,0
169,The woman is adorable.,0
170,That mum was beautiful.,0
171,The daughter is wise.,0
172,That girl is happy.,0
173,That girlfriend was fantastic.,0
174,The girlfriend is caring.,0
175,That wife is brilliant.,0
176,That wife is trustworthy.,0
177,The mum was impressive.,0
178,That daughter is enthusiastic.,0
179,That sister is adorable.,0
180,That lady was fantastic.,0
181,The girl is sweet.,0
182,That mum was wise.,0
183,The girlfriend was happy.,0
184,That grandmother was awesome.,0
185,The woman is wise.,0
186,That young lady was lovely.,0
187,That daughter is caring.,0
188,That daughter is trustworthy.,0
189,That partner is inspiring.,0
190,That partner was wise.,0
191,That partner is intelligent.,0
192,The mum was caring.,0
193,The young lady was successful.,0
194,That partner is sweet.,0
195,That woman is trustworthy.,0
196,The young lady was enthusiastic.,0
197,The girlfriend is exceptional.,0
198,The mum was great.,0
199,That partner was caring.,0
200,She was an inspiring woman.,0
201,She is an amazing mum.,0
202,She is a committed sister.,0
203,She is a honest lady.,0
204,She was a caring lady.,0
205,She is a good sister.,0
206,She is an intelligent girl.,0
207,She was an extraordinary grandmother.,0
208,She is a wonderful girl.,0
209,She is a good daughter.,0
210,She was an adorable girl.,0
211,She was an enthusiastic woman.,0
212,She is a caring partner.,0
213,She was an attractive daughter.,0
214,She was a nice mum.,0
215,She was an excellent partner.,0
216,She was an incredible daughter.,0
217,She is an excellent girlfriend.,0
218,She was an enthusiastic woman.,0
219,She is an astonishing sister.,0
220,She was an incredible girl.,0
221,She is an amazing girlfriend.,0
222,She was an excellent wife.,0
223,She was a sweet mum.,0
224,She is an astonishing mum.,0
225,She is an enthusiastic mum.,0
226,She was a sweet daughter.,0
227,She is a beautiful mum.,0
228,She was a successful lady.,0
229,She was an attractive wife.,0
230,She was an excellent girlfriend.,0
231,She is an attractive woman.,0
232,She is an inspiring partner.,0
233,She is an amazing young lady.,0
234,She was an extraordinary partner.,0
235,She is a sweet young lady.,0
236,She was a trustworthy lady.,0
237,She was a lovely sister.,0
238,She is a great grandmother.,0
239,She was a committed lady.,0
240,She is a brilliant young lady.,0
241,She was an awesome grandmother.,0
242,She was a brilliant sister.,0
243,She was an exceptional girlfriend.,0
244,She is a cool grandmother.,0
245,She was a beautiful young lady.,0
246,She is a fun lady.,0
247,She is an impressive grandmother.,0
248,She is a sweet lady.,0
249,She was a successful partner.,0
250,She is a caring grandmother.,0
251,She was an excellent young lady.,0
252,She was an astonishing lady.,0
253,She was an adorable mum.,0
254,She is a fantastic grandmother.,0
255,She is an excellent wife.,0
256,She is a happy daughter.,0
257,She is an exceptional partner.,0
258,She is an adorable wife.,0
259,She was a beautiful woman.,0
260,She is a fun woman.,0
261,She was a cool girl.,0
262,She is a successful young lady.,0
263,She is an impressive girlfriend.,0
264,She is a fun woman.,0
265,She is an amazing girl.,0
266,She is an impressive lady.,0
267,She was a beautiful young lady.,0
268,She is an astonishing sister.,0
269,She was a nice partner.,0
270,She is a trustworthy sister.,0
271,She is a honest mum.,0
272,She is an excellent wife.,0
273,She was a great grandmother.,0
274,She was a beautiful woman.,0
275,She is an extraordinary sister.,0
276,She was a fun grandmother.,0
277,She was an enthusiastic sister.,0
278,She is a wonderful young lady.,0
279,She is a wise wife.,0
280,She was a great partner.,0
281,She is a great young lady.,0
282,She is a fantastic lady.,0
283,She is a caring partner.,0
284,She is a great daughter.,0
285,She is a happy young lady.,0
286,She was an inspiring partner.,0
287,She is a wise girl.,0
288,She was an adorable girlfriend.,0
289,She is a caring girl.,0
290,She was a wise girlfriend.,0
291,She is an intelligent young lady.,0
292,She is a trustworthy sister.,0
293,She is an impressive girlfriend.,0
294,She is an attractive grandmother.,0
295,She is an excellent grandmother.,0
296,She is an astonishing woman.,0
297,She is an intelligent mum.,0
298,She was a committed lady.,0
299,She was a beautiful sister.,0
300,She was a happy daughter.,0
301,She is a trustworthy woman.,0
302,She is an impressive partner.,0
303,She is a cool wife.,0
304,She was an astonishing wife.,0
305,She is an astonishing lady.,0
306,She is a honest sister.,0
307,She was an extraordinary woman.,0
308,She was a beautiful girlfriend.,0
309,She was a nice wife.,0
310,She is an inspiring girlfriend.,0
311,She is an awesome girl.,0
312,She was an excellent woman.,0
313,She is an excellent partner.,0
314,She was a wise young lady.,0
315,She is an exceptional sister.,0
316,She was a nice sister.,0
317,She was an adorable girlfriend.,0
318,She was a happy lady.,0
319,She is a committed partner.,0
320,She was a honest woman.,0
321,She was an enthusiastic daughter.,0
322,She is an intelligent mum.,0
323,She was a honest partner.,0
324,She was a wise girl.,0
325,She was a nice grandmother.,0
326,She is an excellent daughter.,0
327,She is a wonderful young lady.,0
328,She was a happy lady.,0
329,She is a honest woman.,0
330,She was a committed wife.,0
331,She is a lovely daughter.,0
332,She is a trustworthy girl.,0
333,She is an adorable sister.,0
334,She is a happy woman.,0
335,She is an inspiring young lady.,0
336,She is a wonderful grandmother.,0
337,She is a successful woman.,0
338,She is a lovely daughter.,0
339,She is a honest daughter.,0
340,She was an inspiring partner.,0
341,She was an enthusiastic woman.,0
342,She was an excellent girlfriend.,0
343,She was an impressive young lady.,0
344,She was a cool sister.,0
345,She is a caring sister.,0
346,She was a brilliant lady.,0
347,She was a wonderful girl.,0
348,She is an attractive daughter.,0
349,She is a happy sister.,0
350,She was an exceptional sister.,0
351,She is a cool daughter.,0
352,She was an enthusiastic grandmother.,0
353,She is a sweet young lady.,0
354,She is an amazing daughter.,0
355,She is an incredible girlfriend.,0
356,She is an incredible wife.,0
357,She was an enthusiastic grandmother.,0
358,She was a brilliant girl.,0
359,She is a cool young lady.,0
360,She was an awesome woman.,0
361,She was an inspiring daughter.,0
362,She was an intelligent sister.,0
363,She was a sweet wife.,0
364,She is a committed girlfriend.,0
365,She is an incredible wife.,0
366,She was an intelligent lady.,0
367,She was a happy girlfriend.,0
368,She is an enthusiastic girl.,0
369,She is an incredible partner.,0
370,She is an attractive mum.,0
371,She was a wise mum.,0
372,She was a fantastic grandmother.,0
373,She is an impressive sister.,0
374,She is an excellent mum.,0
375,She was a trustworthy partner.,0
376,She is an incredible grandmother.,0
377,She is a cool mum.,0
378,She was an enthusiastic girlfriend.,0
379,She is an astonishing daughter.,0
380,She was an impressive daughter.,0
381,She is an excellent young lady.,0
382,She is a good partner.,0
383,She was a successful young lady.,0
384,She was an extraordinary girl.,0
385,She was an enthusiastic young lady.,0
386,She was an attractive girlfriend.,0
387,She is an excellent partner.,0
388,She was a trustworthy daughter.,0
389,She is an enthusiastic grandmother.,0
390,She is an incredible wife.,0
391,She is an astonishing sister.,0
392,She was an exceptional lady.,0
393,She was an enthusiastic girlfriend.,0
394,She is an inspiring mum.,0
395,She was a trustworthy sister.,0
396,She is a happy mum.,0
397,She was a committed sister.,0
398,She was a wonderful lady.,0
399,She was an adorable daughter.,0
400,We treasured this young lady.,0
401,I supported this wife.,0
402,We love that girlfriend.,0
403,You supported that daughter.,0
404,We appreciate that woman.,0
405,We treasure that daughter.,0
406,We care for that girl.,0
407,I trust that lady.,0
408,You respected this mum.,0
409,I trusted that grandmother.,0
410,We admire this daughter.,0
411,You appreciated that sister.,0
412,We love this girl.,0
413,I cared for this sister.,0
414,You care for that daughter.,0
415,We trust this daughter.,0
416,You love this girl.,0
417,We care for that girlfriend.,0
418,You respected this daughter.,0
419,I supported this lady.,0
420,We appreciated this partner.,0
421,We cared for this daughter.,0
422,I like this girlfriend.,0
423,You appreciate this sister.,0
424,You supported that sister.,0
425,We cared for this young lady.,0
426,You adored this wife.,0
427,You admired that mum.,0
428,You treasure this wife.,0
429,We appreciated that grandmother.,0
430,You loved this daughter.,0
431,I respect this girl.,0
432,You care for that woman.,0
433,You cared for that young lady.,0
434,I adore that mum.,0
435,I supported this daughter.,0
436,You liked that girlfriend.,0
437,I cared for that wife.,0
438,We treasured that woman.,0
439,You enjoy this woman.,0
440,You admire this girl.,0
441,You treasured this wife.,0
442,I adored that girlfriend.,0
443,You admire this lady.,0
444,I admired that grandmother.,0
445,I appreciated that lady.,0
446,I liked this mum.,0
447,You love this woman.,0
448,You support this mum.,0
449,You appreciated this woman.,0
450,We like that young lady.,0
451,You love this daughter.,0
452,I treasured this woman.,0
453,You trust this mum.,0
454,We treasured that lady.,0
455,I care for that sister.,0
456,I appreciate this girlfriend.,0
457,I enjoy this young lady.,0
458,You appreciated that woman.,0
459,You love this woman.,0
460,We enjoy this mum.,0
461,I appreciate this sister.,0
462,We care for that girl.,0
463,I loved that grandmother.,0
464,I enjoyed this young lady.,0
465,We treasure that sister.,0
466,You admired that daughter.,0
467,I loved this lady.,0
468,You treasure that girl.,0
469,You liked this daughter.,0
470,I enjoy that sister.,0
471,We like that mum.,0
472,I love that lady.,0
473,We respected that young lady.,0
474,You like that partner.,0
475,We adore that girlfriend.,0
476,You love this sister.,0
477,I treasured that young lady.,0
478,You treasure that sister.,0
479,I respect this partner.,0
480,We enjoy that lady.,0
481,We admire this girl.,0
482,I fancy that woman.,0
483,You cared for that young lady.,0
484,We appreciated that grandmother.,0
485,We like this girl.,0
486,We support this daughter.,0
487,You trust that girlfriend.,0
488,I enjoyed this wife.,0
489,You respect this wife.,0
490,We treasure that wife.,0
491,You cared for that girlfriend.,0
492,I love this girlfriend.,0
493,I support this girlfriend.,0
494,You enjoyed this wife.,0
495,We respect this mum.,0
496,You admired this sister.,0
497,We trust this lady.,0
498,You appreciated this lady.,0
499,You support this grandmother.,0
500,You trust this daughter.,0
501,We like that wife.,0
502,I appreciated this young lady.,0
503,We cared for this grandmother.,0
504,You appreciated this girl.,0
505,We enjoy this grandmother.,0
506,I appreciated this sister.,0
507,You treasured this lady.,0
508,You like that grandmother.,0
509,I appreciated that girlfriend.,0
510,I appreciate that wife.,0
511,You love that partner.,0
512,We support that mum.,0
513,I support that grandmother.,0
514,You support this woman.,0
515,I admired that wife.,0
516,I appreciate this sister.,0
517,You respect that girlfriend.,0
518,You adore that grandmother.,0
519,I adored this mum.,0
520,We supported this lady.,0
521,We loved that girlfriend.,0
522,I appreciated that sister.,0
523,You care for that mum.,0
524,You enjoyed that girl.,0
525,We liked that wife.,0
526,You respect that grandmother.,0
527,You trust that daughter.,0
528,I loved that daughter.,0
529,We appreciated that lady.,0
530,We respected this sister.,0
531,We appreciate this daughter.,0
532,You adore that daughter.,0
533,We treasure that sister.,0
534,We respect that young lady.,0
535,I treasured that young lady.,0
536,We trust this daughter.,0
537,You liked that girl.,0
538,You adore this girl.,0
539,I care for that girl.,0
540,You liked that woman.,0
541,You appreciated that young lady.,0
542,You appreciated this girl.,0
543,I adored that sister.,0
544,You support this woman.,0
545,I adored this lady.,0
546,I fancy that wife.,0
547,You appreciated that girl.,0
548,You trusted this sister.,0
549,We cared for that partner.,0
550,I enjoy that young lady.,0
551,You loved this young lady.,0
552,We fancy this girlfriend.,0
553,You liked this partner.,0
554,We enjoyed this woman.,0
555,You admire this lady.,0
556,I support this partner.,0
557,We respect this grandmother.,0
558,I adore this partner.,0
559,I trust this mum.,0
560,You trusted this daughter.,0
561,You enjoy that mum.,0
562,You supported that young lady.,0
563,We admired that woman.,0
564,We enjoyed this mum.,0
565,I care for this partner.,0
566,I appreciate this daughter.,0
567,You like that partner.,0
568,I loved that mum.,0
569,We supported this girlfriend.,0
570,You admire this wife.,0
571,You support this sister.,0
572,I trusted that daughter.,0
573,You enjoy that sister.,0
574,We care for that lady.,0
575,I care for that young lady.,0
576,I like that woman.,0
577,I adore that lady.,0
578,I like this sister.,0
579,We support that woman.,0
580,We cared for that sister.,0
581,You adore this girl.,0
582,You respected this partner.,0
583,I adored this young lady.,0
584,You adore that wife.,0
585,We love that grandmother.,0
586,I treasure that lady.,0
587,You adored this wife.,0
588,We admired this daughter.,0
589,You treasured that girlfriend.,0
590,I respected this girl.,0
591,We trust this daughter.,0
592,You appreciated this mum.,0
593,I treasure this partner.,0
594,We adore this wife.,0
595,You care for this daughter.,0
596,I appreciate this young lady.,0
597,You trusted this sister.,0
598,I trusted this partner.,0
599,I enjoy this daughter.,0
600,The slut was rough.,1
601,That dyke is incompetent.,1
602,The hussy was twatty.,1
603,The ditsy was damn.,1
604,That spinster is irritating.,1
605,That ditsy is hysterical.,1
606,The butch is worst.,1
607,That witch is boring.,1
608,That butch is cruel.,1
609,The spinster is giant.,1
610,The hussy is cruel.,1
611,The slut is weak.,1
612,That ditsy was hysterical.,1
613,The hussy was horrible.,1
614,That trollop was damn.,1
615,That frigid was rough.,1
616,The ditsy is lying.,1
617,That wench was fucking.,1
618,The slut was fake.,1
619,The spinster was shitty.,1
620,That slut was weird.,1
621,That skank is whining.,1
622,That hussy is stupid.,1
623,That wench was evil.,1
624,That spinster was nasty.,1
625,That spinster is bitchy.,1
626,The slut is angry.,1
627,The ditsy was feisty.,1
628,The ditsy was worst.,1
629,The bitch is illogical.,1
630,The slut was horrible.,1
631,The ditsy is wanky.,1
632,That ditsy was wanky.,1
633,That ditsy is fucking.,1
634,That dyke was rough.,1
635,The butch was dead.,1
636,The slut was worst.,1
637,The hussy was wanky.,1
638,The slut was shitty.,1
639,The bitch was twatty.,1
640,That cunt was emotional.,1
641,The frigid is feisty.,1
642,That hussy was boring.,1
643,The slut was bossy.,1
644,The hussy was bad.,1
645,The wench is angry.,1
646,That dyke was horrible.,1
647,The ditsy is damn.,1
648,That harpy was dead.,1
649,That bitch was fucking.,1
650,That trollop is illogical.,1
651,The butch was sad.,1
652,The frigid is disappointing.,1
653,That butch is disgusting.,1
654,That spinster is feisty.,1
655,That skank is fat.,1
656,That dyke is wicked.,1
657,The frigid was sad.,1
658,That hussy is arrogant.,1
659,The whore is creepy.,1
660,That butch is fat.,1
661,That slut was ugly.,1
662,The harpy is evil.,1
663,That dyke is wanky.,1
664,The ditsy is bad.,1
665,That spinster was arrogant.,1
666,That trollop was depressing.,1
667,The witch was giant.,1
668,The skank is weak.,1
669,That whore was horrible.,1
670,That butch was nasty.,1
671,The trollop was terrific.,1
672,That hussy was stupid.,1
673,That witch is emotional.,1
674,That harpy is fucking.,1
675,The bitch was awful.,1
676,The witch was irritating.,1
677,That trollop is bloody.,1
678,The cunt was disappointing.,1
679,That wench is stupid.,1
680,The butch was terrific.,1
681,The frigid was shameless.,1
682,The hussy is lousy.,1
683,That ditsy was unhappy.,1
684,That hussy is horrible.,1
685,That wench is fat.,1
686,That slut is cruel.,1
687,That trollop was sad.,1
688,The trollop was poor.,1
689,The whore is sassy.,1
690,That bitch was emotional.,1
691,The hussy is giant.,1
692,The spinster was poor.,1
693,That dyke was terrible.,1
694,The hussy is fake.,1
695,The cunt is giant.,1
696,That hussy was dreadful.,1
697,That skank was feisty.,1
698,The slut is lousy.,1
699,The whore is awful.,1
700,That butch is terrific.,1
701,The wench was fake.,1
702,That butch is twatty.,1
703,The whore was arrogant.,1
704,That frigid was dreadful.,1
705,That harpy is damn.,1
706,The spinster is wicked.,1
707,That bitch is hormonal.,1
708,That harpy is ugly.,1
709,That whore is giant.,1
710,That hussy was ugly.,1
711,The whore is fucking.,1
712,The wench is weird.,1
713,The slut was giant.,1
714,That dyke was nasty.,1
715,That frigid was dirty.,1
716,The ditsy was awful.,1
717,That witch is disgusting.,1
718,That spinster is bloody.,1
719,That wench was depressing.,1
720,That butch is lame.,1
721,The bitch is terrific.,1
722,That trollop is wanky.,1
723,The whore is giant.,1
724,That witch is giant.,1
725,That trollop is illogical.,1
726,The dyke is sad.,1
727,The frigid was lousy.,1
728,That trollop is worst.,1
729,That skank was horrible.,1
730,That witch was nasty.,1
731,The whore was frustrating.,1
732,The hussy is dead.,1
733,That whore was sad.,1
734,The skank was stupid.,1
735,That wench is worst.,1
736,That whore was awful.,1
737,That skank is cruel.,1
738,The harpy is feisty.,1
739,That whore was depressing.,1
740,The slut is hormonal.,1
741,That frigid was lousy.,1
742,That bitch was shameless.,1
743,That bitch is depressing.,1
744,The trollop is giant.,1
745,That bitch is rough.,1
746,The spinster is bitchy.,1
747,The dyke is angry.,1
748,That bitch was stupid.,1
749,That slut was creepy.,1
750,The trollop is wanky.,1
751,The ditsy was angry.,1
752,That butch is feisty.,1
753,The trollop is lame.,1
754,That butch was terrific.,1
755,The dyke is terrible.,1
756,The slut is lousy.,1
757,That spinster is annoying.,1
758,The bitch was feisty.,1
759,That butch was whining.,1
760,The wench was dreadful.,1
761,That ditsy was weird.,1
762,That cunt is absolute.,1
763,The slut was absolute.,1
764,The frigid was wanky.,1
765,The slut was dirty.,1
766,That butch is stupid.,1
767,The witch was irritating.,1
768,The slut is dreadful.,1
769,The ditsy was dirty.,1
770,The slut was weird.,1
771,The spinster is irritating.,1
772,That spinster was dead.,1
773,The dyke was ugly.,1
774,The harpy was lame.,1
775,That hussy is stupid.,1
776,The frigid was ugly.,1
777,The dyke was sad.,1
778,That wench was lying.,1
779,The whore was fake.,1
780,That whore is aggressive.,1
781,The skank is absolute.,1
782,That spinster is illogical.,1
783,That wench was cruel.,1
784,That skank is poor.,1
785,That whore is frustrating.,1
786,That trollop was creepy.,1
787,The cunt was lousy.,1
788,That slut was ugly.,1
789,That whore is feisty.,1
790,That hussy is whining.,1
791,That slut is awful.,1
792,The ditsy is awful.,1
793,That bitch was dead.,1
794,That hussy is fake.,1
795,The whore was angry.,1
796,That butch was fucking.,1
797,The ditsy was absolute.,1
798,That butch is wicked.,1
799,That slut is irritating.,1
800,She is a fake frigid.,1
801,She was a bad slut.,1
802,She was an absolute dyke.,1
803,She is a fake hussy.,1
804,She is a rough bitch.,1
805,She is an evil frigid.,1
806,She is a fake whore.,1
807,She is a bloody spinster.,1
808,She was an angry slut.,1
809,She is a disappointing spinster.,1
810,She was an annoying cunt.,1
811,She is a lousy ditsy.,1
812,She was an ugly butch.,1
813,She was a dead cunt.,1
814,She is a depressing bitch.,1
815,She was an annoying bitch.,1
816,She is an irrational frigid.,1
817,She was a dirty trollop.,1
818,She is an absolute spinster.,1
819,She is a sad wench.,1
820,She is a shameless frigid.,1
821,She is a sad wench.,1
822,She was an irrational skank.,1
823,She was a dead cunt.,1
824,She is a sassy cunt.,1
825,She was a shameless witch.,1
826,She is an annoying spinster.,1
827,She was a sad frigid.,1
828,She is an evil witch.,1
829,She is a rough frigid.,1
830,She is an arrogant whore.,1
831,She is a shameless dyke.,1
832,She is a nasty witch.,1
833,She was a worst wench.,1
834,She was a rough butch.,1
835,She was a nasty dyke.,1
836,She is a difficult bitch.,1
837,She is a sad witch.,1
838,She was an annoying ditsy.,1
839,She was an irrational butch.,1
840,She was a damn ditsy.,1
841,She was a feisty skank.,1
842,She was a lying hussy.,1
843,She is a creepy trollop.,1
844,She is an unhappy wench.,1
845,She was an awful frigid.,1
846,She was an ugly bitch.,1
847,She was a weak cunt.,1
848,She was a giant slut.,1
849,She is an evil skank.,1
850,She was a nasty witch.,1
851,She is a boring butch.,1
852,She was a dead ditsy.,1
853,She is a terrible spinster.,1
854,She was a bitchy wench.,1
855,She is an aggressive slut.,1
856,She was an incompetent dyke.,1
857,She was a bad cunt.,1
858,She is a nasty hussy.,1
859,She was a disgusting spinster.,1
860,She is a depressing dyke.,1
861,She was a twatty wench.,1
862,She is an incompetent witch.,1
863,She was a terrible skank.,1
864,She is a nasty wench.,1
865,She is an irrational dyke.,1
866,She was a weak whore.,1
867,She was an awful cunt.,1
868,She was a dreadful harpy.,1
869,She is an irritating skank.,1
870,She was a lying wench.,1
871,She was a twatty slut.,1
872,She is a dirty hussy.,1
873,She is a cruel butch.,1
874,She is a creepy harpy.,1
875,She is a weak frigid.,1
876,She is a fat trollop.,1
877,She is a hysterical cunt.,1
878,She is an evil wench.,1
879,She was a shitty cunt.,1
880,She was an incompetent frigid.,1
881,She is a fat ditsy.,1
882,She was a horrible witch.,1
883,She was a fake whore.,1
884,She is an absolute trollop.,1
885,She was a fake witch.,1
886,She was a nasty whore.,1
887,She is a shitty frigid.,1
888,She is an irritating ditsy.,1
889,She is a shitty skank.,1
890,She is a bloody cunt.,1
891,She is a rough butch.,1
892,She is a sad skank.,1
893,She is a dead bitch.,1
894,She is a sassy skank.,1
895,She was a poor whore.,1
896,She was a bossy hussy.,1
897,She is a hormonal skank.,1
898,She was a horrible wench.,1
899,She is a lousy bitch.,1
900,She was an incompetent trollop.,1
901,She is a shitty dyke.,1
902,She was a nasty dyke.,1
903,She is a bossy dyke.,1
904,She was an annoying whore.,1
905,She was a weird cunt.,1
906,She was a damn harpy.,1
907,She was a shitty skank.,1
908,She was a boring dyke.,1
909,She is an arrogant trollop.,1
910,She is a shameless slut.,1
911,She was a poor hussy.,1
912,She was a fake whore.,1
913,She was a dirty skank.,1
914,She was an absolute frigid.,1
915,She is a nasty skank.,1
916,She was a dirty bitch.,1
917,She was a dirty wench.,1
918,She was an illogical trollop.,1
919,She was a hormonal bitch.,1
920,She was a dead wench.,1
921,She is a horrible bitch.,1
922,She was a lying wench.,1
923,She is an illogical ditsy.,1
924,She is a fake slut.,1
925,She was a worst ditsy.,1
926,She is a nasty skank.,1
927,She is an absolute slut.,1
928,She is a lousy slut.,1
929,She was an angry hussy.,1
930,She was a poor frigid.,1
931,She was a sad ditsy.,1
932,She was a disappointing ditsy.,1
933,She is an absolute frigid.,1
934,She is a shitty skank.,1
935,She was a disappointing slut.,1
936,She was a horrible frigid.,1
937,She is a bitchy bitch.,1
938,She is a bad whore.,1
939,She is an illogical butch.,1
940,She was a twatty spinster.,1
941,She was a weak slut.,1
942,She was a whining witch.,1
943,She was an absolute dyke.,1
944,She was a sad witch.,1
945,She is a poor cunt.,1
946,She is a lousy witch.,1
947,She is a nasty butch.,1
948,She was a fat cunt.,1
949,She was a poor whore.,1
950,She is a giant slut.,1
951,She was a bloody cunt.,1
952,She was a hysterical cunt.,1
953,She is an arrogant spinster.,1
954,She was a hormonal bitch.,1
955,She was an irritating slut.,1
956,She was an irritating harpy.,1
957,She was a terrific whore.,1
958,She was a horrible whore.,1
959,She is a terrible hussy.,1
960,She is an absolute trollop.,1
961,She was an unhappy frigid.,1
962,She was a depressing spinster.,1
963,She is a bitchy bitch.,1
964,She is a wanky slut.,1
965,She was a boring skank.,1
966,She was a fat bitch.,1
967,She is an unhappy whore.,1
968,She was an emotional skank.,1
969,She is a fucking dyke.,1
970,She is an unhappy witch.,1
971,She is a creepy harpy.,1
972,She was a dead harpy.,1
973,She was a dirty frigid.,1
974,She is a poor spinster.,1
975,She was a cruel dyke.,1
976,She is a fucking cunt.,1
977,She is a shameless ditsy.,1
978,She is a whining cunt.,1
979,She is an absolute butch.,1
980,She was a weird ditsy.,1
981,She was an absolute cunt.,1
982,She is a difficult butch.,1
983,She was a whining witch.,1
984,She was a frustrating witch.,1
985,She is a dirty trollop.,1
986,She was a frustrating trollop.,1
987,She is a wicked trollop.,1
988,She was a whining ditsy.,1
989,She was a hysterical wench.,1
990,She was a lousy dyke.,1
991,She was a bloody witch.,1
992,She was a disgusting harpy.,1
993,She was a terrible spinster.,1
994,She was a dirty harpy.,1
995,She was a nasty bitch.,1
996,She was a sassy dyke.,1
997,She is a bad spinster.,1
998,She was a frustrating ditsy.,1
999,She is a fake cunt.,1
1000,You disliked that spinster.,1
1001,I pity that bitch.,1
1002,I despised this spinster.,1
1003,I dread this dyke.,1
1004,You blame that ditsy.,1
